human,mouse,type,unknown
ENSG00000103351,ENSMUSG00000014232,01:01,832231
ENSG00000167984,ENSMUSG00000049871,01:01,854997
ENSG00000188827,ENSMUSG00000039738,01:01,912837
ENSG00000213918,ENSMUSG00000005980,01:01,703569
ENSG00000126602,ENSMUSG00000005981,01:01,917684
ENSG00000005339,ENSMUSG00000022521,01:01,
ENSG00000162104,ENSMUSG00000005580,01:01,
ENSG00000090447,ENSMUSG00000005718,01:01,877271
ENSG00000126603,ENSMUSG00000014303,01:01,293919
ENSG00000217930,ENSMUSG00000045886,1:m,951728
ENSG00000217930,ENSMUSG00000014301,1:m,
ENSG00000103426,ENSMUSG00000039637,01:01,761343
ENSG00000168140,ENSMUSG00000039646,01:01,598319
ENSG00000103423,ENSMUSG00000004069,01:01,593530
ENSG00000153406,ENSMUSG00000063445,01:01,595215
ENSG00000103415,ENSMUSG00000004070,01:01,944320
ENSG00000089486,ENSMUSG00000004071,01:01,599106
ENSG00000205832,ENSMUSG00000022518,01:01,787596
ENSG00000153443,ENSMUSG00000039568,01:01,
ENSG00000102858,ENSMUSG00000022517,01:01,853617
ENSG00000168101,ENSMUSG00000022516,01:01,821032
ENSG00000168096,ENSMUSG00000022515,01:01,912996
ENSG00000140623,ENSMUSG00000022542,01:01,589433
ENSG00000067836,ENSMUSG00000022540,01:01,576868
ENSG00000140632,ENSMUSG00000022536,01:01,944855
ENSG00000118900,ENSMUSG00000039473,01:01,937470
ENSG00000118898,ENSMUSG00000039457,01:01,602406
ENSG00000103184,ENSMUSG00000091712,01:01,597367
ENSG00000103174,ENSMUSG00000023143,01:01,943219
ENSG00000033011,ENSMUSG00000039427,01:01,960098
ENSG00000153446,ENSMUSG00000051669,01:01,761583
ENSG00000118894,ENSMUSG00000022544,n:1,831275
ENSG00000078328,ENSMUSG00000008658,01:01,926970
ENSG00000232258,ENSMUSG00000022715,01:01,287988
ENSG00000067365,ENSMUSG00000039345,01:01,900523
ENSG00000183044,ENSMUSG00000057880,01:01,918225
ENSG00000184857,ENSMUSG00000043140,01:01,941386
ENSG00000140650,ENSMUSG00000022711,01:01,850673
ENSG00000153048,ENSMUSG00000008393,01:01,944550
ENSG00000283516,ENSMUSG00000107252,01:01,608269
ENSG00000187555,ENSMUSG00000022710,01:01,593746
ENSG00000182831,ENSMUSG00000022507,01:01,916360
ENSG00000183454,ENSMUSG00000059003,01:01,
ENSG00000213853,ENSMUSG00000022505,01:01,836343
ENSG00000153060,ENSMUSG00000039179,01:01,909712
ENSG00000103274,ENSMUSG00000022503,01:01,920717
ENSG00000166676,ENSMUSG00000050908,01:01,935112
ENSG00000179583,ENSMUSG00000022504,01:01,917039
ENSG00000182108,ENSMUSG00000038055,01:01,281054
ENSG00000038532,ENSMUSG00000068663,01:01,724525
ENSG00000175643,ENSMUSG00000037991,01:01,835371
ENSG00000185338,ENSMUSG00000038037,01:01,910907
ENSG00000178279,ENSMUSG00000043050,01:01,853728
ENSG00000178257,ENSMUSG00000050058,01:01,287838
ENSG00000122304,ENSMUSG00000038015,01:01,600016
ENSG00000175646,ENSMUSG00000022501,01:01,602939
ENSG00000189067,ENSMUSG00000022500,01:01,
ENSG00000184602,ENSMUSG00000037972,01:01,290367
ENSG00000153066,ENSMUSG00000022498,01:01,953090
ENSG00000122299,ENSMUSG00000037965,01:01,873763
ENSG00000171490,ENSMUSG00000005846,01:01,596033
ENSG00000103342,ENSMUSG00000062203,01:01,595068
ENSG00000048462,ENSMUSG00000022496,01:01,284922
ENSG00000048471,ENSMUSG00000071669,01:01,936553
ENSG00000103381,ENSMUSG00000065979,01:01,819162
ENSG00000237515,ENSMUSG00000022494,01:01,856670
ENSG00000175595,ENSMUSG00000022545,01:01,902943
ENSG00000186260,ENSMUSG00000009569,01:01,946973
ENSG00000140694,ENSMUSG00000022685,01:01,837005
ENSG00000103429,ENSMUSG00000022684,01:01,876641
ENSG00000069764,ENSMUSG00000022683,01:01,931150
ENSG00000103512,ENSMUSG00000030835,n:1,
ENSG00000179889,ENSMUSG00000022680,01:01,950014
ENSG00000157045,ENSMUSG00000022681,01:01,928995
ENSG00000085721,ENSMUSG00000022682,01:01,936721
ENSG00000156968,ENSMUSG00000022679,01:01,945808
ENSG00000166780,ENSMUSG00000044117,01:01,911345
ENSG00000166783,ENSMUSG00000060657,01:01,929490
ENSG00000072864,ENSMUSG00000022678,01:01,717953
ENSG00000133392,ENSMUSG00000018830,01:01,603548
ENSG00000133393,ENSMUSG00000022677,01:01,883664
ENSG00000103222,ENSMUSG00000023088,01:01,594851
ENSG00000091262,ENSMUSG00000030834,01:01,599582
ENSG00000103226,ENSMUSG00000030835,n:1,
ENSG00000103489,ENSMUSG00000030657,01:01,922907
ENSG00000185164,ENSMUSG00000030835,n:1,731026
ENSG00000134419,ENSMUSG00000008683,01:01,959287
ENSG00000260342,ENSMUSG00000030654,n:1,
ENSG00000170540,ENSMUSG00000030654,n:1,284335
ENSG00000157106,ENSMUSG00000030655,01:01,869736
ENSG00000170537,ENSMUSG00000042246,01:01,765253
ENSG00000167186,ENSMUSG00000030652,01:01,914169
ENSG00000205730,ENSMUSG00000095115,01:01,850387
ENSG00000103528,ENSMUSG00000058420,01:01,599278
ENSG00000103534,ENSMUSG00000030650,01:01,765254
ENSG00000006007,ENSMUSG00000033917,01:01,817252
ENSG00000103540,ENSMUSG00000033904,01:01,849962
ENSG00000103544,ENSMUSG00000030982,01:01,868641
ENSG00000103550,ENSMUSG00000030980,01:01,294935
ENSG00000174628,ENSMUSG00000073856,01:01,881937
ENSG00000167191,ENSMUSG00000008734,01:01,295647
ENSG00000180269,ENSMUSG00000066197,01:01,822655
ENSG00000169347,ENSMUSG00000030954,01:01,900929
ENSG00000169344,ENSMUSG00000030963,01:01,900927
ENSG00000169340,ENSMUSG00000030968,01:01,859596
ENSG00000183549,ENSMUSG00000030972,01:01,594730
ENSG00000183747,ENSMUSG00000030945,n:1,594777
ENSG00000066813,ENSMUSG00000030945,n:1,
ENSG00000005187,ENSMUSG00000030935,01:01,593984
ENSG00000166743,ENSMUSG00000033533,01:01,596489
ENSG00000066654,ENSMUSG00000030942,01:01,943021
ENSG00000196678,ENSMUSG00000030929,01:01,887850
ENSG00000005189,ENSMUSG00000030924,01:01,850390
ENSG00000188215,ENSMUSG00000048787,01:01,931044
ENSG00000102897,ENSMUSG00000030922,01:01,919363
ENSG00000158486,ENSMUSG00000052273,01:01,574262
ENSG00000011638,ENSMUSG00000030917,01:01,878892
ENSG00000103310,ENSMUSG00000030911,01:01,902213
ENSG00000175311,ENSMUSG00000030909,01:01,598056
ENSG00000103316,ENSMUSG00000030905,01:01,904492
ENSG00000197006,ENSMUSG00000030876,01:01,818095
ENSG00000140749,ENSMUSG00000035004,01:01,849928
ENSG00000155719,ENSMUSG00000034990,01:01,724827
ENSG00000140740,ENSMUSG00000030884,01:01,852437
ENSG00000155714,ENSMUSG00000030887,01:01,901902
ENSG00000185716,ENSMUSG00000046096,01:01,874625
ENSG00000175267,ENSMUSG00000030889,01:01,916237
ENSG00000183921,ENSMUSG00000109392,01:01,594861
ENSG00000103319,ENSMUSG00000035064,01:01,931071
ENSG00000058600,ENSMUSG00000030880,01:01,885824
ENSG00000140743,ENSMUSG00000030878,01:01,943204
ENSG00000122254,ENSMUSG00000046321,01:01,810304
ENSG00000166828,ENSMUSG00000000216,01:01,591092
ENSG00000168447,ENSMUSG00000030873,01:01,591094
ENSG00000168434,ENSMUSG00000034951,01:01,829786
ENSG00000103365,ENSMUSG00000030872,01:01,596887
ENSG00000103356,ENSMUSG00000030871,01:01,
ENSG00000103353,ENSMUSG00000030870,01:01,
ENSG00000004779,ENSMUSG00000030869,01:01,
ENSG00000083093,ENSMUSG00000044702,01:01,930879
ENSG00000166847,ENSMUSG00000030868,01:01,842307
ENSG00000166851,ENSMUSG00000030867,01:01,594266
ENSG00000134398,ENSMUSG00000030866,01:01,918961
ENSG00000166869,ENSMUSG00000030865,01:01,595672
ENSG00000166501,ENSMUSG00000052889,01:01,595522
ENSG00000006116,ENSMUSG00000066189,01:01,837935
ENSG00000122257,ENSMUSG00000030779,01:01,596510
ENSG00000090905,ENSMUSG00000052707,01:01,602578
ENSG00000158865,ENSMUSG00000030769,01:01,926617
ENSG00000140750,ENSMUSG00000030766,01:01,598178
ENSG00000205629,ENSMUSG00000030763,01:01,878995
ENSG00000103375,ENSMUSG00000030762,01:01,
ENSG00000155592,ENSMUSG00000030757,01:01,848686
ENSG00000182601,ENSMUSG00000078591,01:01,
ENSG00000155666,ENSMUSG00000030752,01:01,817563
ENSG00000169189,ENSMUSG00000030750,01:01,933908
ENSG00000077238,ENSMUSG00000030748,01:01,292138
ENSG00000103522,ENSMUSG00000030745,01:01,928315
ENSG00000077235,ENSMUSG00000032777,01:01,949679
ENSG00000047578,ENSMUSG00000032743,01:01,915032
ENSG00000169181,ENSMUSG00000046182,01:01,287971
ENSG00000169180,ENSMUSG00000000131,01:01,911572
ENSG00000188322,ENSMUSG00000042978,01:01,598717
ENSG00000205609,ENSMUSG00000030738,n:1,
ENSG00000261832,ENSMUSG00000030720,n:1,738540
ENSG00000188603,ENSMUSG00000030720,n:1,
ENSG00000184730,ENSMUSG00000042759,01:01,605023
ENSG00000197272,ENSMUSG00000044701,01:01,873078
ENSG00000176046,ENSMUSG00000030717,01:01,935456
ENSG00000176476,ENSMUSG00000030714,01:01,894151
ENSG00000197165,ENSMUSG00000030711,n:1,
ENSG00000196502,ENSMUSG00000030711,n:1,
ENSG00000184110,ENSMUSG00000030738,n:1,860848
ENSG00000168488,ENSMUSG00000032637,01:01,597213
ENSG00000178952,ENSMUSG00000073838,01:01,593532
ENSG00000178188,ENSMUSG00000030733,01:01,902664
ENSG00000196296,ENSMUSG00000030730,01:01,
ENSG00000177548,ENSMUSG00000030727,01:01,876629
ENSG00000177455,ENSMUSG00000030724,01:01,871202
ENSG00000176953,ENSMUSG00000030722,01:01,860394
ENSG00000169682,ENSMUSG00000030741,01:01,594337
ENSG00000213658,ENSMUSG00000030742,01:01,867678
ENSG00000181625,ENSMUSG00000059772,n:1,841727
ENSG00000213648,ENSMUSG00000030711,n:1,
ENSG00000197471,ENSMUSG00000051457,01:01,599593
ENSG00000103485,ENSMUSG00000030674,01:01,960076
ENSG00000185905,ENSMUSG00000045165,01:01,290360
ENSG00000174992,ENSMUSG00000049350,01:01,890296
ENSG00000079616,ENSMUSG00000030677,01:01,598656
ENSG00000167371,ENSMUSG00000045114,01:01,601209
ENSG00000280789,ENSMUSG00000030680,1:m,920548
ENSG00000280789,ENSMUSG00000107068,1:m,
ENSG00000013364,ENSMUSG00000030681,01:01,705369
ENSG00000103502,ENSMUSG00000030682,01:01,889876
ENSG00000174938,ENSMUSG00000030683,01:01,918396
ENSG00000174939,ENSMUSG00000046378,01:01,586786
ENSG00000174943,ENSMUSG00000030685,01:01,919305
ENSG00000149932,ENSMUSG00000060538,01:01,926304
ENSG00000149930,ENSMUSG00000059981,01:01,595571
ENSG00000149929,ENSMUSG00000042606,01:01,596755
ENSG00000169592,ENSMUSG00000030689,01:01,933198
ENSG00000149927,ENSMUSG00000052301,01:01,596853
ENSG00000149926,ENSMUSG00000058966,01:01,785767
ENSG00000149925,ENSMUSG00000030695,01:01,822066
ENSG00000149923,ENSMUSG00000030697,01:01,915378
ENSG00000149922,ENSMUSG00000030699,01:01,846755
ENSG00000090238,ENSMUSG00000042675,01:01,838436
ENSG00000102886,ENSMUSG00000030703,01:01,817251
ENSG00000102882,ENSMUSG00000063065,01:01,594442
ENSG00000102879,ENSMUSG00000030707,01:01,761344
ENSG00000132207,ENSMUSG00000059772,n:1,
ENSG00000261052,ENSMUSG00000030711,n:1,
ENSG00000169217,ENSMUSG00000042502,01:01,950404
ENSG00000169221,ENSMUSG00000042492,01:01,599864
ENSG00000180209,ENSMUSG00000030672,01:01,599620
ENSG00000180035,ENSMUSG00000045598,01:01,870083
ENSG00000180096,ENSMUSG00000000486,01:01,589435
ENSG00000179965,ENSMUSG00000054716,01:01,603992
ENSG00000179958,ENSMUSG00000042462,01:01,938443
ENSG00000179918,ENSMUSG00000049091,01:01,915630
ENSG00000005844,ENSMUSG00000030830,01:01,938689
ENSG00000169957,ENSMUSG00000047371,01:01,606062
ENSG00000169951,ENSMUSG00000054381,1:m,
ENSG00000169951,ENSMUSG00000030823,1:m,
ENSG00000169951,ENSMUSG00000078580,1:m,295380
ENSG00000169951,ENSMUSG00000045757,1:m,
ENSG00000229809,ENSMUSG00000045251,01:01,812782
ENSG00000156853,ENSMUSG00000048921,01:01,293990
ENSG00000156858,ENSMUSG00000030822,01:01,598922
ENSG00000156860,ENSMUSG00000042423,01:01,602463
ENSG00000080603,ENSMUSG00000053877,1:m,841864
ENSG00000080603,ENSMUSG00000107023,1:m,
ENSG00000281991,ENSMUSG00000106715,01:01,841839
ENSG00000156873,ENSMUSG00000030815,01:01,595567
ENSG00000196118,ENSMUSG00000057176,01:01,917258
ENSG00000103549,ENSMUSG00000030816,01:01,594876
ENSG00000102870,ENSMUSG00000045639,01:01,605527
ENSG00000099385,ENSMUSG00000030814,01:01,867710
ENSG00000150281,ENSMUSG00000042340,01:01,876955
ENSG00000099364,ENSMUSG00000030811,01:01,952523
ENSG00000175938,ENSMUSG00000043964,01:01,921379
ENSG00000099381,ENSMUSG00000042308,1:m,598952
ENSG00000099381,ENSMUSG00000108815,1:m,
ENSG00000099377,ENSMUSG00000042289,01:01,600034
ENSG00000099365,ENSMUSG00000030806,01:01,575451
ENSG00000103496,ENSMUSG00000030805,01:01,575454
ENSG00000167394,ENSMUSG00000049728,01:01,597721
ENSG00000167395,ENSMUSG00000049739,01:01,598470
ENSG00000151006,ENSMUSG00000044139,01:01,599830
ENSG00000167397,ENSMUSG00000030804,1:m,860322
ENSG00000167397,ENSMUSG00000096145,1:m,
ENSG00000103507,ENSMUSG00000030802,01:01,899360
ENSG00000103510,ENSMUSG00000030801,01:01,769713
ENSG00000052344,ENSMUSG00000030800,01:01,599649
ENSG00000089280,ENSMUSG00000030795,01:01,600518
ENSG00000103490,ENSMUSG00000030793,01:01,887450
ENSG00000177238,ENSMUSG00000042828,01:01,903451
ENSG00000169896,ENSMUSG00000030786,1:m,938700
ENSG00000169896,ENSMUSG00000108596,1:m,
ENSG00000140678,ENSMUSG00000030789,01:01,938699
ENSG00000156886,ENSMUSG00000070369,01:01,938697
ENSG00000156885,ENSMUSG00000030785,01:01,816873
ENSG00000140691,ENSMUSG00000042178,01:01,948557
ENSG00000140682,ENSMUSG00000030782,01:01,597674
ENSG00000140675,ENSMUSG00000030781,01:01,926626
ENSG00000140688,ENSMUSG00000030780,01:01,891987
ENSG00000270472,ENSMUSG00000095612,n:m,
ENSG00000270472,ENSMUSG00000094951,n:m,
ENSG00000270472,ENSMUSG00000095285,n:m,
ENSG00000270472,ENSMUSG00000095429,n:m,
ENSG00000270472,ENSMUSG00000103033,n:m,
ENSG00000270472,ENSMUSG00000094194,n:m,
ENSG00000270472,ENSMUSG00000096407,n:m,
ENSG00000270472,ENSMUSG00000087582,n:m,
ENSG00000259303,ENSMUSG00000102301,n:m,310849
ENSG00000259303,ENSMUSG00000096355,n:m,
ENSG00000259303,ENSMUSG00000102364,n:m,
ENSG00000259303,ENSMUSG00000094505,n:m,
ENSG00000259303,ENSMUSG00000104452,n:m,
ENSG00000259303,ENSMUSG00000095117,n:m,
ENSG00000259303,ENSMUSG00000095170,n:m,
ENSG00000259303,ENSMUSG00000076731,n:m,
ENSG00000259303,ENSMUSG00000076733,n:m,
ENSG00000270467,ENSMUSG00000095612,n:m,
ENSG00000270467,ENSMUSG00000094951,n:m,
ENSG00000270467,ENSMUSG00000095285,n:m,
ENSG00000270467,ENSMUSG00000095429,n:m,
ENSG00000270467,ENSMUSG00000103033,n:m,
ENSG00000270467,ENSMUSG00000094194,n:m,
ENSG00000270467,ENSMUSG00000096407,n:m,
ENSG00000270467,ENSMUSG00000087582,n:m,
ENSG00000259680,ENSMUSG00000076665,n:m,
ENSG00000259680,ENSMUSG00000076653,n:m,
ENSG00000259680,ENSMUSG00000076655,n:m,
ENSG00000259680,ENSMUSG00000076661,n:m,
ENSG00000259680,ENSMUSG00000076652,n:m,
ENSG00000259680,ENSMUSG00000076668,n:m,
ENSG00000259680,ENSMUSG00000076671,n:m,
ENSG00000259680,ENSMUSG00000076677,n:m,
ENSG00000259680,ENSMUSG00000076680,n:m,
ENSG00000259680,ENSMUSG00000095981,n:m,
ENSG00000171241,ENSMUSG00000022322,01:01,953080
ENSG00000069329,ENSMUSG00000031696,01:01,588781
ENSG00000091651,ENSMUSG00000031697,01:01,
ENSG00000140795,ENSMUSG00000031698,01:01,
ENSG00000155330,ENSMUSG00000036934,01:01,941521
ENSG00000166123,ENSMUSG00000031700,01:01,871688
ENSG00000069345,ENSMUSG00000031701,01:01,593825
ENSG00000171208,ENSMUSG00000036902,01:01,928648
ENSG00000129636,ENSMUSG00000031703,01:01,884078
ENSG00000102893,ENSMUSG00000036879,01:01,892616
ENSG00000140798,ENSMUSG00000036872,01:01,596104
ENSG00000102910,ENSMUSG00000047866,01:01,941713
ENSG00000196470,ENSMUSG00000036840,01:01,916925
ENSG00000102921,ENSMUSG00000031652,01:01,848030
ENSG00000102924,ENSMUSG00000031654,01:01,600546
ENSG00000166152,ENSMUSG00000069971,01:01,880743
ENSG00000102935,ENSMUSG00000045333,01:01,913956
ENSG00000205423,ENSMUSG00000036810,01:01,917606
ENSG00000155393,ENSMUSG00000031657,01:01,940241
ENSG00000121274,ENSMUSG00000036779,01:01,574040
ENSG00000121281,ENSMUSG00000031659,01:01,595586
ENSG00000166164,ENSMUSG00000031660,01:01,902845
ENSG00000140807,ENSMUSG00000031661,01:01,916173
ENSG00000167208,ENSMUSG00000031662,01:01,924816
ENSG00000167207,ENSMUSG00000055994,01:01,861602
ENSG00000083799,ENSMUSG00000036712,01:01,892368
ENSG00000103449,ENSMUSG00000031665,01:01,595835
ENSG00000103460,ENSMUSG00000043668,01:01,912904
ENSG00000277639,ENSMUSG00000110332,01:01,279937
ENSG00000177200,ENSMUSG00000056608,01:01,594741
ENSG00000103479,ENSMUSG00000031666,01:01,853650
ENSG00000166971,ENSMUSG00000031667,01:01,590740
ENSG00000103494,ENSMUSG00000033282,01:01,910733
ENSG00000140718,ENSMUSG00000055932,01:01,867712
ENSG00000177508,ENSMUSG00000031734,01:01,922719
ENSG00000176842,ENSMUSG00000031737,01:01,876444
ENSG00000159387,ENSMUSG00000031738,01:01,851996
ENSG00000087245,ENSMUSG00000031740,01:01,869933
ENSG00000087253,ENSMUSG00000033192,01:01,752176
ENSG00000256812,ENSMUSG00000078144,01:01,
ENSG00000103546,ENSMUSG00000055368,01:01,868863
ENSG00000198848,ENSMUSG00000056973,01:01,844205
ENSG00000159398,ENSMUSG00000058019,01:01,844196
ENSG00000159461,ENSMUSG00000031751,01:01,915820
ENSG00000167005,ENSMUSG00000031754,01:01,892258
ENSG00000087263,ENSMUSG00000033009,01:01,945049
ENSG00000125124,ENSMUSG00000031755,01:01,932538
ENSG00000102891,ENSMUSG00000031757,01:01,315590
ENSG00000125148,ENSMUSG00000031762,n:1,315527
ENSG00000169715,ENSMUSG00000031762,n:1,
ENSG00000205362,ENSMUSG00000031762,n:1,
ENSG00000198417,ENSMUSG00000031762,n:1,
ENSG00000125144,ENSMUSG00000031762,n:1,
ENSG00000205358,ENSMUSG00000031762,n:1,
ENSG00000187193,ENSMUSG00000031762,n:1,
ENSG00000102900,ENSMUSG00000032939,01:01,904796
ENSG00000070915,ENSMUSG00000031766,01:01,834272
ENSG00000051108,ENSMUSG00000031770,01:01,951148
ENSG00000140853,ENSMUSG00000074151,01:01,934301
ENSG00000140848,ENSMUSG00000034361,01:01,537953
ENSG00000172775,ENSMUSG00000031774,01:01,830548
ENSG00000159579,ENSMUSG00000050079,01:01,904785
ENSG00000102931,ENSMUSG00000031776,01:01,869456
ENSG00000102934,ENSMUSG00000031775,01:01,827808
ENSG00000102962,ENSMUSG00000031779,01:01,838030
ENSG00000006210,ENSMUSG00000031778,01:01,883678
ENSG00000102970,ENSMUSG00000031780,01:01,838025
ENSG00000005194,ENSMUSG00000031781,01:01,724268
ENSG00000088682,ENSMUSG00000031782,01:01,916109
ENSG00000102978,ENSMUSG00000031783,01:01,950984
ENSG00000125170,ENSMUSG00000040631,01:01,947662
ENSG00000135736,ENSMUSG00000063605,01:01,595299
ENSG00000159618,ENSMUSG00000061577,01:01,598484
ENSG00000205336,ENSMUSG00000031785,01:01,599137
ENSG00000182885,ENSMUSG00000060470,01:01,598150
ENSG00000159625,ENSMUSG00000031786,01:01,800150
ENSG00000140854,ENSMUSG00000031787,01:01,
ENSG00000140859,ENSMUSG00000031788,01:01,596046
ENSG00000070729,ENSMUSG00000031789,01:01,
ENSG00000159648,ENSMUSG00000090206,01:01,920489
ENSG00000166188,ENSMUSG00000046556,01:01,914428
ENSG00000103005,ENSMUSG00000031792,01:01,879534
ENSG00000102996,ENSMUSG00000031790,01:01,869947
ENSG00000070761,ENSMUSG00000031796,01:01,905176
ENSG00000070770,ENSMUSG00000046707,01:01,
ENSG00000103021,ENSMUSG00000036598,01:01,595121
ENSG00000103023,ENSMUSG00000048400,01:01,910538
ENSG00000181938,ENSMUSG00000031669,01:01,940137
ENSG00000103034,ENSMUSG00000036564,01:01,940454
ENSG00000103037,ENSMUSG00000031671,01:01,539664
ENSG00000125107,ENSMUSG00000036550,01:01,556126
ENSG00000103042,ENSMUSG00000036534,01:01,594451
ENSG00000125166,ENSMUSG00000031672,01:01,885543
ENSG00000150394,ENSMUSG00000036510,01:01,600618
ENSG00000140937,ENSMUSG00000031673,01:01,600957
ENSG00000179776,ENSMUSG00000031871,01:01,598087
ENSG00000166546,ENSMUSG00000031872,01:01,914053
ENSG00000166548,ENSMUSG00000035824,01:01,745895
ENSG00000217555,ENSMUSG00000054400,01:01,885154
ENSG00000089505,ENSMUSG00000031876,01:01,757361
ENSG00000140932,ENSMUSG00000074127,1:m,
ENSG00000140932,ENSMUSG00000035785,1:m,896275
ENSG00000140931,ENSMUSG00000031875,01:01,905211
ENSG00000183723,ENSMUSG00000096188,01:01,827806
ENSG00000135720,ENSMUSG00000035770,01:01,589122
ENSG00000249961,ENSMUSG00000052616,01:01,937953
ENSG00000159593,ENSMUSG00000031878,01:01,932070
ENSG00000168748,ENSMUSG00000031883,01:01,704799
ENSG00000172840,ENSMUSG00000048371,01:01,914312
ENSG00000166589,ENSMUSG00000031881,01:01,936917
ENSG00000166592,ENSMUSG00000031880,01:01,564980
ENSG00000166595,ENSMUSG00000031879,01:01,769583
ENSG00000172831,ENSMUSG00000061825,1:m,
ENSG00000172831,ENSMUSG00000091813,1:m,
ENSG00000172828,ENSMUSG00000069922,1:m,844200
ENSG00000172828,ENSMUSG00000062181,1:m,
ENSG00000172824,ENSMUSG00000060560,01:01,844216
ENSG00000067955,ENSMUSG00000031885,01:01,922803
ENSG00000125149,ENSMUSG00000031889,01:01,557424
ENSG00000237172,ENSMUSG00000069920,01:01,543471
ENSG00000102871,ENSMUSG00000031887,01:01,885657
ENSG00000135722,ENSMUSG00000033313,01:01,915297
ENSG00000102878,ENSMUSG00000033249,01:01,945131
ENSG00000140939,ENSMUSG00000014776,01:01,876427
ENSG00000196123,ENSMUSG00000014837,01:01,874575
ENSG00000179044,ENSMUSG00000043251,01:01,835099
ENSG00000205250,ENSMUSG00000014859,01:01,833103
ENSG00000102890,ENSMUSG00000014791,01:01,825343
ENSG00000125122,ENSMUSG00000050503,01:01,
ENSG00000168701,ENSMUSG00000014856,01:01,910085
ENSG00000135723,ENSMUSG00000014778,01:01,597676
ENSG00000135740,ENSMUSG00000014786,01:01,599062
ENSG00000196155,ENSMUSG00000014782,01:01,599697
ENSG00000168676,ENSMUSG00000051648,01:01,879119
ENSG00000159708,ENSMUSG00000054320,01:01,840393
ENSG00000159713,ENSMUSG00000014846,01:01,802105
ENSG00000159714,ENSMUSG00000039199,01:01,846173
ENSG00000176387,ENSMUSG00000031891,01:01,566685
ENSG00000159720,ENSMUSG00000013160,01:01,958404
ENSG00000159723,ENSMUSG00000005705,01:01,765198
ENSG00000283332,ENSMUSG00000038604,01:01,930761
ENSG00000102974,ENSMUSG00000005698,01:01,
ENSG00000159753,ENSMUSG00000050357,01:01,943519
ENSG00000102977,ENSMUSG00000038000,01:01,920148
ENSG00000102981,ENSMUSG00000005699,01:01,941146
ENSG00000124074,ENSMUSG00000013155,01:01,900635
ENSG00000159761,ENSMUSG00000013158,01:01,854166
ENSG00000141098,ENSMUSG00000013150,01:01,815845
ENSG00000141084,ENSMUSG00000037415,01:01,557886
ENSG00000102904,ENSMUSG00000031893,01:01,899928
ENSG00000102901,ENSMUSG00000036672,01:01,918407
ENSG00000168286,ENSMUSG00000036442,01:01,845111
ENSG00000102898,ENSMUSG00000071497,1:m,957466
ENSG00000102898,ENSMUSG00000008450,1:m,
ENSG00000038358,ENSMUSG00000036270,01:01,929357
ENSG00000188038,ENSMUSG00000044287,01:01,929324
ENSG00000159792,ENSMUSG00000048310,01:01,597304
ENSG00000141086,ENSMUSG00000031896,01:01,595415
ENSG00000205220,ENSMUSG00000031897,01:01,953672
ENSG00000213398,ENSMUSG00000035237,01:01,588429
ENSG00000124067,ENSMUSG00000017765,01:01,834258
ENSG00000141096,ENSMUSG00000031898,01:01,808138
ENSG00000167261,ENSMUSG00000053687,1:m,808139
ENSG00000167261,ENSMUSG00000115067,1:m,
ENSG00000167264,ENSMUSG00000031901,01:01,950828
ENSG00000263201,ENSMUSG00000115768,01:01,285040
ENSG00000182810,ENSMUSG00000045538,01:01,595118
ENSG00000072736,ENSMUSG00000031902,01:01,918391
ENSG00000103067,ENSMUSG00000084128,01:01,597132
ENSG00000103066,ENSMUSG00000031903,01:01,588428
ENSG00000103064,ENSMUSG00000031904,01:01,834251
ENSG00000103061,ENSMUSG00000033106,01:01,752895
ENSG00000132600,ENSMUSG00000060098,01:01,866390
ENSG00000103056,ENSMUSG00000031906,01:01,928423
ENSG00000184939,ENSMUSG00000031907,01:01,608131
ENSG00000062038,ENSMUSG00000061048,01:01,596153
ENSG00000039068,ENSMUSG00000000303,01:01,600051
ENSG00000103047,ENSMUSG00000041949,01:01,782892
ENSG00000103044,ENSMUSG00000031910,01:01,771058
ENSG00000168802,ENSMUSG00000046691,01:01,604736
ENSG00000141076,ENSMUSG00000041438,01:01,536540
ENSG00000168807,ENSMUSG00000041308,01:01,882489
ENSG00000132612,ENSMUSG00000031913,01:01,593724
ENSG00000272617,ENSMUSG00000031916,01:01,791322
ENSG00000258429,ENSMUSG00000078931,01:01,956901
ENSG00000132603,ENSMUSG00000031917,01:01,960835
ENSG00000157315,ENSMUSG00000031919,01:01,944159
ENSG00000132604,ENSMUSG00000031921,01:01,944268
ENSG00000103018,ENSMUSG00000031924,01:01,730369
ENSG00000102908,ENSMUSG00000003847,01:01,889907
ENSG00000181019,ENSMUSG00000003849,01:01,799167
ENSG00000141101,ENSMUSG00000003848,01:01,869727
ENSG00000198373,ENSMUSG00000031930,01:01,574597
ENSG00000157322,ENSMUSG00000033633,n:1,
ENSG00000090857,ENSMUSG00000033624,01:01,942597
ENSG00000157335,ENSMUSG00000033633,n:1,
ENSG00000223496,ENSMUSG00000109941,01:01,939510
ENSG00000090861,ENSMUSG00000031960,01:01,860544
ENSG00000157349,ENSMUSG00000033658,01:01,593770
ENSG00000168872,ENSMUSG00000015023,01:01,595577
ENSG00000157350,ENSMUSG00000031749,01:01,895911
ENSG00000157353,ENSMUSG00000033703,01:01,840899
ENSG00000103051,ENSMUSG00000031753,01:01,588394
ENSG00000189091,ENSMUSG00000033732,01:01,920108
